flux,fluxerr
0.2873759767442603,0.02058947303154418
0.29478064760315187,0.014716740108566669
0.3086520058712217,0.00970567363621195
0.329995701103934,0.006008569943340857
0.34129645371071576,0.004257860082036394
0.34165905256637225,0.004354812711444234
0.32576446696444655,0.0050022731117681
0.29345146449779724,0.005328727942483542
0.2612665906576489,0.005069443824629195
0.23234202980121482,0.00435884534985697
0.2078449275820687,0.003622450085186388
0.18756279664081554,0.0031777959183463835
0.1678997867203181,0.002838627170788429
0.1497209913098607,0.002560259242898776
0.13525562745537856,0.002781229139574038
0.12262203565575581,0.003716190880510753
0.11179973248959721,0.005096514706602578
0.10156350930182509,0.006392760316033158
0.0927854377361151,0.007128443265674594
0.08700655419948451,0.007033657228939855
0.07812841742867817,0.006084682071865289
0.06656852668363258,0.0045161566518650735
0.057224722722124574,0.0028428448321944568
0.05013440895303942,0.0018911629359170895
0.04319269207876431,0.0019645374416894664
0.036215645233219226,0.002323319049582018
0.029806540900509486,0.0025818345217596237
0.024066579863804317,0.002534808273859225
0.019249845378336097,0.002272373706063287
0.016387837575337315,0.002064514134724993
0.015467690445365502,0.002101847616597236
0.015838172828035933,0.0021333162452164185
0.01638723577683044,0.0019319046899184675
0.016423870595603157,0.0018028406925862182
0.015885694951264195,0.0019263732975422364
0.014857195575050735,0.0021459900607814827
0.013556380717235417,0.0022067071937370893
0.012103830858906288,0.0020480370738804156
0.010529010655405712,0.0017577673999534663
0.008968601243712225,0.0015194559235419283
0.007509903068145805,0.003172920616723231
0.006193545419475744,0.00663319694432689
0.004930780992311138,0.011096308340521058
0.003908920980116655,0.016124498879552647
0.0031504743875058684,0.02135979715442073
0.002628095494621219,0.02648908455321356
0.0021956565590196078,0.031242350794708395
0.0019103612380290676,0.03539225883393244
0.001802209364292636,0.03875228396125763
0.0018362623460404547,0.041173922567569333
0.002127936024599611,0.04254367064180199
0.0025523123455951117,0.04278029792741823
0.0030401341782098044,0.0418327684780262
0.00355880849469882,0.03967903113766292
0.004101392323781455,0.036325825135946704
0.004643367419151313,0.031809629972852936
0.0051939315286419945,0.02619903272239336
0.0057109412375407455,0.01959966734407705
0.006184108331117479,0.012169397221815344
0.006611405823404461,0.004274850139807318
0.006975304871216845,0.005097139910293422
0.29249067706563703,0.02058358074960062
0.3014536313877381,0.01482357901492537
0.3175674316428816,0.009895481794533312
0.3418633842958848,0.006223045277683428
0.3543800251539599,0.004390065420893752
0.35385419441912536,0.004365381299940813
0.33743597942669823,0.004954046961339135
0.305504214697675,0.005260569678312395
0.27249330169656566,0.005004989020463249
0.24151370670433822,0.004313931072819527
0.2149681975566956,0.003592157512247218
0.19235440896304126,0.003142071933192405
0.17121466255427553,0.0027984539455621726
0.15308681022916926,0.0025243700540566304
0.13843130866585884,0.002735369493462709
0.12552545554939795,0.0036363613286933914
0.11412207014033997,0.004964321751217262
0.10315819632410651,0.006206620078691283
0.09383990670674211,0.00690525796099346
0.08772379507478234,0.006802253675325081
0.07861130518696717,0.005876710766394833
0.06690953915243637,0.004356056051715285
0.05755579753232936,0.0027369921969744946
0.05056218880654331,0.0018193907929220502
0.04373672915877213,0.0019019856138637898
0.03685486959715359,0.0022704900546283054
0.030573753958213833,0.00255168748742259
0.025002207882240245,0.002531967031785948
0.020360657513211793,0.0022713564865298303
0.017641686063254728,0.0020353628450238462
0.01670689133664548,0.00205439455227587
0.016870961565665255,0.0020992693110286685
0.01713515319604612,0.0019247696669998221
0.016922363762163797,0.0017933156013813347
0.01634512422038478,0.0018899769463429457
0.015393967152481796,0.0020962085123384004
0.014256019794916188,0.002164838585105797
0.012950332588262189,0.0020192664034716016
0.011411354169690583,0.001723350088734639
0.009833091599905936,0.001460731331319329
0.008312794670855805,0.0030625791567064167
0.0069122974471229216,0.006426998564261242
0.0055756771769960535,0.010763167240491362
0.0044737524981129165,0.015649798203618174
0.0036365407246987083,0.020741673743450956
0.003041177235149777,0.025735547381813238
0.0025465426371822707,0.030368832232006395
0.0022102932505522984,0.034419557897383456
0.0020630997936661646,0.03770490447241417
0.002069966857384805,0.040078780483359486
0.0023578181308566938,0.0414291172180515
0.0027936144910398687,0.04167538776371137
0.0033024769523854035,0.04076669210956367
0.003850027615807027,0.038680628142344214
0.004428560636430505,0.03542309423846535
0.005003802880587293,0.03102915764280827
0.005560850161367374,0.025565275864730348
0.006086967758614035,0.019134073168052327
0.0065709164700656995,0.0118896061462719
0.007010039098961591,0.0041978243189804065
0.007385400654862735,0.005001484661856394
0.2949780048377953,0.01952311156241719
0.30554714210092065,0.013966426492670613
0.32412347063843927,0.00923267514894442
0.35178806568055154,0.005750088834669842
0.36622323213196323,0.00412364536567769
0.36584196278648534,0.00424178441895466
0.34934658135974794,0.0048620881315877785
0.31745440758387183,0.005176794896103548
0.28352631514055066,0.004954675270531225
0.25061650524229323,0.004318997046538969
0.22228459648011115,0.0036325557942417258
0.19764420611488373,0.0031671198350203137
0.17495428099399699,0.0028006655137168997
0.15644570354256054,0.002529372381950241
0.1416416373363794,0.002749155216937278
0.12888986195169455,0.0036345677410098936
0.11694231379908886,0.004912243155228199
0.10506724429429423,0.0060938537420233375
0.09526067705465847,0.006750441296199801
0.08918602231105988,0.006640635489838765
0.0800414471909186,0.005744751436146826
0.06817798402941162,0.004276770874384043
0.058574365561347055,0.0027109128271578914
0.051277481524753754,0.0018382818919991909
0.044184132023750336,0.0019752509235354794
0.03716089011242522,0.0023684673167702923
0.030997798349538128,0.0026223660687791192
0.025764958956551294,0.002570014341196341
0.0215341452415083,0.0022928769093813446
0.019117933716304405,0.0020444304529339966
0.01824280717367465,0.0020239082322054992
0.018214923542694782,0.002015157260135943
0.018135391004817283,0.0018075276582135346
0.01758143147648734,0.0016657045820848277
0.016770181263640428,0.0017582964592619003
0.015702013721218926,0.001959432287823254
0.014564735792922359,0.002029517779028648
0.013372338715668031,0.001896809934761106
0.012040456727055768,0.0016390520106641432
0.010733796200125106,0.001459256980636087
0.009509357504701589,0.0030025291117184603
0.008394714464058936,0.0062003445214577225
0.007305950830236806,0.010336242734977881
0.006408060341535551,0.01500809887628273
0.0057244654008576975,0.019885249536231064
0.005229084896611286,0.024676580302208567
0.00478703960473363,0.029129222325350004
0.004454978413821992,0.03302868308018552
0.004266622107474488,0.03619767829976414
0.0041921761780846735,0.03849403795725349
0.004372617098528474,0.03980830183643063
0.0046759406477820155,0.040061481698724456
0.005030907813134736,0.03920331530105226
0.005408876556722378,0.03721122554464051
0.00580896977730402,0.03409013149922211
0.00619753926552995,0.029873256894391683
0.0065520438965233525,0.02462426157459949
0.006882738905132016,0.018442048595627224
0.007183106410153342,0.011477089133325864
0.007454762333466109,0.0041069096236289295
0.007680898341747044,0.004877461795846391
0.29109343712564106,0.01847791615196474
0.30406486341299316,0.01319159726128809
0.32583027796384456,0.008691511678932876
0.3574671955459493,0.0053972058274931005
0.37453013804628915,0.003912357342678447
0.37507537511637895,0.004098809190016976
0.3590865273561986,0.004732440420487814
0.32757147870409087,0.005066089032194207
0.29329749765333496,0.004893868580724353
0.25928110220473194,0.004326552528522292
0.22976008912486964,0.003682415273653537
0.2035195917083835,0.0032042018942626707
0.17937878700717055,0.002814640316658594
0.160154316916302,0.0025461406588405586
0.14519305765177637,0.002774721181735911
0.13283127949361728,0.003643810851973648
0.12033220196331368,0.004872316944267304
0.10740813141361276,0.005997195100678009
0.09709262501920304,0.006618106510455677
0.09121452473366462,0.0065085574116376275
0.08212763831213354,0.005647089494592294
0.07010208998305274,0.004231714853207192
0.06016783955955528,0.002718802175458271
0.0524161161722545,0.0019141991173745934
0.044896384854138334,0.002135336751694339
0.03755408955518967,0.0025388081139002335
0.03137674936403473,0.0027033297967982758
0.02641239087608252,0.002550369490707664
0.022568769997907225,0.0022391295526684356
0.02044576099681841,0.002018290037684481
0.019640535085696915,0.0020075980076059664
0.019462137136300104,0.0019812266449094054
0.019077846888267434,0.0017655754893032998
0.018218527469475426,0.0016116879064202922
0.017161915669494297,0.001688175379450423
0.015895907209698704,0.0018968518899587265
0.014636878373781267,0.0020036739604046695
0.013484038967393941,0.0019038141592560636
0.012413275316431344,0.0016425651911739297
0.011544857025421648,0.0014734259988050027
0.010856177278177918,0.0029675390325240663
0.010296362602963153,0.006028188969266297
0.009717114540050828,0.009971797812237254
0.00926241751359623,0.014414996657084336
0.008934740915222965,0.019045092869424258
0.008696846478361381,0.023587562607305386
0.008423987978981506,0.02780412402475843
0.008166272628891889,0.03149266796052722
