SNNAME SURVEY Z ZERR T0 T0ERR X0 X0ERR X1 X1ERR X2/C X2/CERR COV_X0_X1 COV_X0_X2/C COV_X1_X2/C CHISQ/NDOF MODEL mB mBERR COV_mB_X1 COV_mB_X2/C
6 PS1MD 0.2305 0.001 55204.68320756793 0.7066512419005448 3.996834186014442e-06 3.075470210009332e-07 -0.1662849389839353 1.0921837582224316 3.59787049715712 1.6168328155052778 1.0837918302055333e-07 -3.8237899585595847e-07 0.5605572356316709 3.6721952193276963 EXP_PCA 21.560709671626874 0.08354485570971232 -0.029441101974976232 0.10387289049733245
11 PS1MD 0.3812 0.001 55210.99625676071 0.555578323033842 8.982398568298757e-07 4.947714184570287e-08 0.7984869815809373 2.0068589347120773 9.414732916777895 3.1435931850191303 3.1206030195196716e-08 -5.136469470303918e-08 4.790843631898011 1.2178845390401318 EXP_PCA 23.181519195669225 0.05980487706192638 -0.03771989912502574 0.062086432996036785
34 PS1MD 0.2534 0.001 55207.88132112603 0.4433837200558628 8.309745829374425e-06 3.403710562039263e-07 0.8714900347890288 0.4100297911453805 -2.129568492878557 0.9638559230274751 -2.19934683031504e-08 -2.8340937273869825e-07 0.2371756560048815 0.794400594639646 EXP_PCA 20.766030649501303 0.04447226020632543 0.0028736263774181412 0.037029750737076546
91 PS1MD 0.1526 0.001 55210.07843242954 0.07046564208212658 9.515854248893185e-06 6.464185981327455e-08 -2.8033448940115764 0.25572056826772477 0.9965698625836681 0.21428471856045245 4.100925811580593e-09 -3.804556753560612e-09 0.04339423210890853 17.19221295489607 EXP_PCA 20.618880546312177 0.007375481560190464 -0.00046790582434341624 0.00043409082383520826
142 PS1MD 0.4365 0.001 55214.32107941162 0.6598199642139662 1.141687554279165e-06 4.8046887127355963e-08 -0.3560822568664078 2.484718508481145 1.0759459596155199 1.9050690394262217 9.878387365402194e-08 5.598100875486153e-08 4.2283050567096065 0.9167211194030335 EXP_PCA 22.921131833085273 0.045692225236732345 -0.09394271459860273 -0.053237514726531675
190 PS1MD 0.1023 0.001 55223.52277661337 6.114521966082975e-06 3.063878399169584e-05 1.1904766946090755e-07 -1.496560268946479 0.10000545455041963 -0.4499025566310965 0.08959254419814243 -2.1387350936134565e-09 -6.1162176075556495e-09 0.00687750512186758 11.968238055260672 EXP_PCA 19.349321188017658 0.004218651917152404 7.578963069005174e-05 0.0002167383305584891
199 PS1MD 0.3712 0.001 55214.41879324355 0.2642963382968446 3.0862584426455283e-06 4.187106699036501e-08 1.3778018508270309 0.5432102951948938 -0.37185886292889364 0.8258631793095973 3.800868339790054e-09 -9.120111472771721e-09 0.39022223944084417 1.251519582861166 EXP_PCA 21.841419272549295 0.014730112272879965 -0.0013371337633317451 0.0032084270975473654
215 PS1MD 0.4661 0.001 55221.72117398065 0.49149416014552116 1.600153132692015e-06 2.9547911130884086e-08 -2.8054241685190324 1.6404655226161995 -3.9296195125869957 1.2072565573099563 1.4481260079162684e-08 3.5830819958417744e-09 1.797982995029005 0.735501667281129 EXP_PCA 22.55459613476514 0.02004885422172362 -0.009825827314423483 -0.0024311934701884584
236 PS1MD 0.1959 0.001 55210.93493856905 0.15196601382558583 1.078484253783121e-05 1.4731102564142917e-07 0.19749565516751286 0.40800569440796775 -0.2538267328162965 0.39287089396061536 8.054181988144426e-09 -2.6280654535066694e-08 0.12327512765744147 2.0297410489984133 EXP_PCA 20.482965478385566 0.014830157541745279 -0.0008108339972108434 0.0026457371086662973
420 PS1MD 0.3112 0.001 55223.61196638209 3.6646852095145732e-06 2.8602696294500763e-06 5.3953714865751385e-08 0.6952562762391399 0.5594538788375557 1.0355608068336724 0.6842334821628062 -6.586734303067348e-09 -2.7822956036429338e-08 0.23160818923326595 1.5350240704876243 EXP_PCA 21.923982563101447 0.020480412408604237 0.0025002733414812663 0.010561378683013543
20027 PS1MD 0.1098 0.001 55270.7581596149 0.1774680062844709 2.652173345233149e-05 2.466528926366755e-07 -1.478962823158253 0.3456078600087687 -0.2884899613621872 0.28796746715116905 3.285273004845687e-08 -9.888534977959828e-09 0.07827210751333573 10.318613300933954 EXP_PCA 19.50599523496498 0.010097378288839434 -0.001344912032347542 0.0004048129228387333
20096 PS1MD 0.2255 0.001 55280.9274761595 0.3590918059380783 7.157135034869121e-06 2.0034683275024735e-07 -0.8575401431830365 1.0989113338927 0.2016862221030188 1.2567740645888756 3.3388790030322775e-08 -6.521640536891413e-08 1.1902696432079771 1.901733419266776 EXP_PCA 20.928151972004514 0.030392581496059903 -0.0050650739426284465 0.00989331794191967
20176 PS1MD 0.2604 0.001 55270.13855315312 0.4073509827067028 6.634471195627318e-06 2.1199873360866004e-07 0.17392578053933316 0.6106806931166147 -1.5871807763576933 0.6938053501331526 5.9229438534333855e-08 -8.305122945865929e-08 0.16513145285300113 1.3769488745364558 EXP_PCA 21.010484217783826 0.03469375232098393 -0.009692942196599889 0.013591396211407498
30066 PS1MD 0.2253 0.001 55300.51701915361 0.5036633213785535 1.0291262497339946e-05 3.0484895118030196e-07 0.7026090315040471 0.5542095304679138 -1.3864956820362022 0.5687562534786905 5.202193273387233e-08 -6.720611212463473e-08 0.21542666746005876 1.393663360451329 EXP_PCA 20.533828360471162 0.032161801660831164 -0.0054883544001774875 0.0070902971461092165
