SNNAME SURVEY Z ZERR T0 T0ERR X0 X0ERR X1 X1ERR X2/C X2/CERR COV_X0_X1 COV_X0_X2/C COV_X1_X2/C CHISQ/NDOF MODEL mB mBERR COV_mB_X1 COV_mB_X2/C
2001ah PS1_LOWZ_COMBINED(CFA3S) 0.0589134208858 0.0 52007.09979158673 0.2741557911213022 0.00018458395146415677 1.9214822816482285e-06 2.401124599989351 0.5711825083397764 -0.15342477295504858 0.5763962414945236 1.9399138681381976e-07 -2.1800262326052148e-07 0.27619731832040306 1.1857106484471227 EXP_PCA 17.39951515282487 0.011302298295374016 -0.0011410714225386091 0.0012823072587226359
2001az PS1_LOWZ_COMBINED(CFA3S) 0.0405932441354 0.0 52031.29434616095 0.41209200191224227 0.00031956060244808755 7.027503669523332e-06 0.3823536090872239 0.33415772492907175 -0.9355576126047401 0.27305654933027784 3.434493036041136e-07 -6.599317286398866e-07 0.07356746128860951 0.7857225122641304 EXP_PCA 16.803616921909494 0.023876582734605353 -0.0011669002391573899 0.0022421780562556655
2001da PS1_LOWZ_COMBINED(CFA3S) 0.0164730455726 0.0 52108.84665759967 0.6575356386201747 0.0010646422526927508 5.408762956349158e-05 -1.4089663349925177 2.049884384592295 2.975346113611253 1.3785992605037038 8.957048007570327e-05 3.244236943412709e-05 2.4623614881050044 3.8969566542561 EXP_PCA 15.496990754699983 0.05515927768045911 -0.091345156412671 -0.03308515604531025
2001en PS1_LOWZ_COMBINED(CFA3S) 0.015444220975 0.0 52193.67132207992 0.26641559977360885 0.0014815809549854283 2.7654512234466144e-05 -2.769715027228479 0.4295328738614978 0.30597975970987146 0.21318617737800719 1.0047795695085925e-05 4.397512314423347e-06 0.08713302775608898 10.22119661732628 EXP_PCA 15.13818653318528 0.020265855238522448 -0.007363253103017216 -0.003222596993146488
2001fe PS1_LOWZ_COMBINED(CFA3S) 0.0144914556295 0.0 52229.64129736011 0.17462777771652327 0.002514665508224878 1.8059201036899717e-05 0.6208192619969762 0.14203122736376964 0.26232994324306774 0.09262573867090401 1.1260207248612643e-06 1.0958080251386799e-07 0.009696439523333935 7.822631255398306 EXP_PCA 14.563799437646633 0.007797270981224331 -0.00048617260001028234 -4.731279140172527e-05
2001gb PS1_LOWZ_COMBINED(CFA3S) 0.026762455 0.0 52236.22150718598 1.2728691882148269 0.0004402199763732 2.977645635495198e-05 1.2300780131340465 1.2083057900802563 1.9907237998199843 0.6843631346096531 -3.1418879755574113e-06 -1.2760521463756444e-05 0.6444425750310149 3.8729966816115615 EXP_PCA 16.455825634625896 0.07343914054132829 0.007748993024943926 0.03147190243145227
2001G PS1_LOWZ_COMBINED(CFA3S) 0.0170709602535 0.0 51930.30401454339 0.6861623352924653 0.0019311982902114114 6.079060943029334e-05 1.1907489553052581 0.7914022040807664 0.6033024062631254 0.4901119805453991 3.980673312225933e-05 1.6640931254302205e-05 0.34958485758847424 3.4961274346296327 EXP_PCA 14.850432829374164 0.03417700083017112 -0.022379686002751302 -0.009355673953972443
2001ic PS1_LOWZ_COMBINED(CFA3S) 0.042963424 0.0 52245.81422831791 1.1420372281500022 0.00017987663682894029 1.799518675733587e-05 -3.5843738693177403 2.4430545446219774 0.5487433470387637 1.4497586214407365 -6.502205935715328e-06 -9.849004454484206e-06 3.3567836272336415 2.1795162659204195 EXP_PCA 17.427563102686406 0.1086190297876424 0.03924734484508392 0.05944863605175619
2001V PS1_LOWZ_COMBINED(CFA3S) 0.0159647166729 0.0 51973.82460978741 0.05139977761064074 0.0029247053937736752 1.0639462475012688e-05 0.9288986233003476 0.16282060056135542 0.4161439914597199 0.1047110542764653 3.0239986897607313e-07 -1.0327009462992512e-07 0.01415074788349633 5.3814454320892455 EXP_PCA 14.399794684896568 0.003949679729410969 -0.00011225967810652058 3.833688030500633e-05
2002bf PS1_LOWZ_COMBINED(CFA3S) 0.0247441995889 0.0 52339.4575121554 0.5172655417882197 0.0004808678967525444 1.7341180756314412e-05 -2.4346549132429782 0.34467675956466337 2.079588113195513 0.2670034194622765 2.1862870418661073e-06 -2.994901684508649e-06 0.03237075319223933 6.888488019939344 EXP_PCA 16.359935539789028 0.03915409597425137 -0.004936347407215483 0.006762092480121349
