sn,log_hm,z,zerr,mB,mBerr,x1,x1err,x2,x2err,cov_mB_x1,cov_mB_x2,cov_x1_x2,is_log_mass_g_10
120086,11.029,0.3922,0.001,22.41794736586253,0.0501293382001016,0.9885178726788586,2.1713391115878444,2.6238176433880183,2.585172656709385,-0.0606860503188622,-0.0277255307115707,4.978909262955911,1.0
120143,9.163,0.1735,0.001,20.175344648147984,0.0130312887270914,0.6788748576597936,0.3360857070460404,0.5144412723181115,0.2124176255403379,-0.0021328720017202,0.0007395792497539,0.0447252200331215,0.0
120369,10.563,0.3302,0.001,21.88767609707279,0.0276565773390523,-1.6097477138904228,1.217750554095346,-2.492351346046583,1.3071722119842506,0.0028531452011677,0.0149984085556722,1.4099772528214238,1.0
120444,9.389,0.2996,0.001,21.587443413682543,0.0905726909074216,-0.2673274268466568,2.7271542589868334,-2.475448997430396,1.649692833530387,-0.181058686380771,-0.0691713512103561,3.8979308365787566,0.0
130755,8.952,0.2927,0.001,21.62937034177944,0.0550857133289516,0.3589500648663548,1.6977016297706142,2.199642895871947,1.80598992003307,-0.0432729182035626,0.0306025454728709,2.016036402687281,0.0
140152,9.694,0.2085,0.001,20.261424843036345,0.0097910112164455,1.650537348790992,0.3105607586758064,-0.6328524905724106,0.3028979787760599,0.0005181885021303,0.0016799869248781,0.0794290314692837,0.0
150254,9.355,0.2749,0.001,21.634732601385124,0.0225840348483297,-1.2442534026432213,0.6204427710290568,-0.1384754794939501,0.7404920598398481,-0.0044209927028531,0.0054015854435867,0.3178168557675455,0.0
150457,11.454,0.3032,0.001,21.549434427102483,0.0206862132629046,-1.9614077886365504,0.7241835782361422,-1.0005361867124696,0.6439028090469399,0.0008113813150008,0.0076154586264212,0.2615585887697756,1.0
160070,11.119,0.359,0.001,21.94294871593314,0.0310384984506427,0.7524453019824507,1.3207012301189076,-0.8966264692212285,1.742955452695519,-0.0115976409773614,0.0041071159372814,2.061269234295814,1.0
160198,9.881,0.349,0.001,21.88530467530653,0.026939113615163,1.6865637813894878,1.1684359465506895,0.5700863443848332,1.3039293703109,-0.0141800235460713,-0.0035448146974887,1.304400786292059,0.0
170078,10.419,0.3207,0.001,22.254938705014403,0.1152434037500974,0.4704046805706967,2.7191550602015147,2.94692834454291,4.6088172867392405,0.1913999799029472,0.4730751691459495,10.694160042772088,1.0
190340,10.748,0.1384,0.001,19.64236722578614,0.004793330545883,-0.3487549270280212,0.1616358670657893,-0.9958635353133596,0.1446231638750765,0.000121881093123,0.0002690228140137,0.0201935337551316,1.0
